timestamp,open,high,low,close,volume
2024-04-29 04:00:00,170.49,172.1,170.49,171.63,38443
2024-04-29 04:30:00,171.69,172.22,171.36,172.13,31896
2024-04-29 05:00:00,172.0,172.3,171.87,172.05,29568
2024-04-29 05:30:00,172.13,172.32,172.0,172.2,19515
2024-04-29 06:00:00,172.2,172.7,172.18,172.59,36991
2024-04-29 06:30:00,172.69,173.0,172.57,172.7,32367
2024-04-29 07:00:00,172.7,173.25,172.16,173.15,99838
2024-04-29 07:30:00,173.15,173.68,173.01,173.65,84764
2024-04-29 08:00:00,173.65,173.75,170.25,173.66,253089
2024-04-29 08:30:00,173.67,173.69,173.4082,173.47,101843
2024-04-29 09:00:00,173.55,173.78,172.79,173.43,235962
2024-04-29 09:30:00,173.37,176.03,173.13,175.19,12416921
2024-04-29 10:00:00,175.2,175.99,174.515,174.76,4816150
2024-04-29 10:30:00,174.75,175.07,174.38,174.8625,3031360
2024-04-29 11:00:00,174.87,175.13,173.98,174.51,3260275
2024-04-29 11:30:00,174.5199,174.71,174.01,174.6701,2771772
2024-04-29 12:00:00,174.68,174.825,174.255,174.325,1778921
2024-04-29 12:30:00,174.3277,174.67,174.22,174.55,1714052
2024-04-29 13:00:00,174.555,174.89,174.39,174.87,1898573
2024-04-29 13:30:00,174.87,175.105,174.52,174.81,1735189
2024-04-29 14:00:00,174.805,174.8064,174.09,174.2658,1702813
2024-04-29 14:30:00,174.2601,174.66,173.945,174.62,1960086
2024-04-29 15:00:00,174.62,174.62,173.3515,173.825,2500111
2024-04-29 15:30:00,173.825,173.9789,173.1,173.53,4742387
2024-04-29 16:00:00,173.5,173.67,173.49,173.57,7466139
2024-04-29 16:30:00,173.57,173.75,173.5,173.5,162392
2024-04-29 17:00:00,173.67,173.7,173.5,173.55,21121
2024-04-29 17:30:00,173.55,173.65,173.52,173.6,11056
2024-04-29 18:00:00,173.64,173.64,173.52,173.56,11845
2024-04-29 18:30:00,173.59,173.63,173.52,173.6,8972
2024-04-29 19:00:00,173.57,173.69,173.54,173.5883,5840
2024-04-29 19:30:00,173.52,173.77,173.52,173.67,10446
2024-04-30 04:00:00,173.22,173.97,173.12,173.85,9779
2024-04-30 04:30:00,173.95,174.06,173.95,173.97,1752
2024-04-30 05:00:00,173.95,174.09,173.95,174.05,3468
2024-04-30 05:30:00,174.08,174.5,174.08,174.2,13319
2024-04-30 06:00:00,174.36,174.4,174.3,174.31,7136
2024-04-30 06:30:00,174.31,174.34,174.23,174.23,4467
2024-04-30 07:00:00,174.22,174.22,173.84,173.93,13568
2024-04-30 07:30:00,173.87,173.94,173.75,173.75,2731
2024-04-30 08:00:00,173.95,174.5,173.65,173.68,93447
2024-04-30 08:30:00,173.65,173.65,172.79,173.28,83934
2024-04-30 09:00:00,173.21,173.6,173.15,173.2,47782
2024-04-30 09:30:00,173.2,174.74,172.65,174.46,4611667
2024-04-30 10:00:00,174.46,174.99,174.24,174.43,2516797
2024-04-30 10:30:00,174.425,174.95,174.025,174.16,2440697
2024-04-30 11:00:00,174.17,174.4,173.72,173.865,2226624
2024-04-30 11:30:00,173.8699,174.19,173.605,174.15,1481982
2024-04-30 12:00:00,174.15,174.1999,173.67,173.8366,1146643
2024-04-30 12:30:00,173.84,173.88,173.245,173.865,1626587
2024-04-30 13:00:00,173.86,173.93,173.22,173.2753,1448798
2024-04-30 13:30:00,173.305,173.75,173.1,173.68,1234542
2024-04-30 14:00:00,173.68,173.8799,173.16,173.18,1327328
2024-04-30 14:30:00,173.19,173.345,172.84,173.1223,1441175
2024-04-30 15:00:00,173.1201,173.26,172.56,172.73,1857554
2024-04-30 15:30:00,172.74,172.94,170.0,170.05,9906337
2024-04-30 16:00:00,170.38,170.89,168.45,170.0,18198348
2024-04-30 16:30:00,169.95,170.5,169.31,169.9,241461
2024-04-30 17:00:00,169.89,169.93,169.6093,169.78,38377
2024-04-30 17:30:00,169.8,170.0,169.6492,169.76,28325
2024-04-30 18:00:00,169.93,170.3,169.75,170.0,42604
2024-04-30 18:30:00,170.0195,170.33,170.0,170.28,30559
2024-04-30 19:00:00,170.23,170.31,170.04,170.0997,11612
2024-04-30 19:30:00,170.1,170.26,170.03,170.18,11158
2024-05-01 04:00:00,170.5,170.5,169.57,169.57,9220
2024-05-01 04:30:00,169.69,169.79,169.51,169.79,3869
2024-05-01 05:00:00,169.73,169.73,169.34,169.49,6148
2024-05-01 05:30:00,169.5,169.6,169.36,169.59,877
2024-05-01 06:00:00,169.5,170.1,169.5,169.9,9077
2024-05-01 06:30:00,169.89,170.3,169.75,170.1,5665
2024-05-01 07:00:00,170.2,170.2,169.82,169.82,7166
2024-05-01 07:30:00,169.92,170.1,169.88,169.99,11463
2024-05-01 08:00:00,170.15,170.6,169.5,169.75,82503
2024-05-01 08:30:00,169.83,170.33,169.64,169.9702,110170
2024-05-01 09:00:00,169.96,170.19,169.5809,169.78,124791
2024-05-01 09:30:00,169.58,170.6387,169.11,170.3299,3606462
2024-05-01 10:00:00,170.32,171.07,170.17,170.815,2470320
2024-05-01 10:30:00,170.785,171.35,170.65,171.105,1678306
2024-05-01 11:00:00,171.1,171.36,170.645,171.17,1476217
2024-05-01 11:30:00,171.17,171.6,171.1,171.52,1909248
2024-05-01 12:00:00,171.52,171.72,171.29,171.395,1438274
2024-05-01 12:30:00,171.38,171.45,171.06,171.06,1202106
2024-05-01 13:00:00,171.055,171.21,170.755,171.12,983270
2024-05-01 13:30:00,171.125,171.249,170.61,171.23,1384288
2024-05-01 14:00:00,171.24,171.51,170.83,171.42,1675083
2024-05-01 14:30:00,171.42,172.635,170.895,172.48,3628980
2024-05-01 15:00:00,172.49,172.705,171.98,172.39,2518970
2024-05-01 15:30:00,172.385,172.39,169.25,169.31,6901252
2024-05-01 16:00:00,169.3,170.0,169.1,169.9,7198334
2024-05-01 16:30:00,169.93,170.34,169.3,170.06,178138
2024-05-01 17:00:00,170.03,170.27,169.3,170.23,46472
2024-05-01 17:30:00,170.29,170.39,170.0812,170.35,23672
2024-05-01 18:00:00,170.3,170.45,169.3,170.1987,36464
2024-05-01 18:30:00,170.15,170.28,170.08,170.15,16571
2024-05-01 19:00:00,170.29,170.29,170.09,170.09,15038
2024-05-01 19:30:00,170.09,170.31,170.08,170.31,13863
2024-05-02 04:00:00,170.5,171.5,170.5,171.28,21231
2024-05-02 04:30:00,171.4,171.47,171.12,171.12,8803
2024-05-02 05:00:00,171.14,171.2,170.92,171.07,3923
2024-05-02 05:30:00,171.15,171.17,171.03,171.17,5149
2024-05-02 06:00:00,171.18,171.38,171.02,171.08,6338
2024-05-02 06:30:00,171.1,171.22,171.1,171.2,1615
2024-05-02 07:00:00,171.15,171.27,171.05,171.2,12478
2024-05-02 07:30:00,171.1,171.15,170.8,170.89,24919
2024-05-02 08:00:00,171.15,171.29,170.8,170.8583,94369
