timestamp,open,high,low,close,volume
2024-04-29 04:00:00,170.49,172.1,170.49,171.81,29619
2024-04-29 04:05:00,171.81,172.03,171.72,172.0,3555
2024-04-29 04:10:00,171.96,171.96,171.91,171.95,1162
2024-04-29 04:15:00,171.72,171.8,171.71,171.75,954
2024-04-29 04:20:00,171.8,171.8,171.72,171.79,500
2024-04-29 04:25:00,171.72,171.72,171.51,171.63,2653
2024-04-29 04:30:00,171.69,171.73,171.69,171.7,784
2024-04-29 04:35:00,171.66,171.72,171.55,171.55,5076
2024-04-29 04:40:00,171.58,171.64,171.55,171.6,4485
2024-04-29 04:45:00,171.6,171.6,171.5,171.5,1288
2024-04-29 04:50:00,171.36,171.5,171.36,171.4,893
2024-04-29 04:55:00,171.48,172.22,171.48,172.13,19370
2024-04-29 05:00:00,172.0,172.0,171.87,172.0,2453
2024-04-29 05:05:00,172.09,172.3,172.09,172.3,7304
2024-04-29 05:10:00,172.27,172.27,172.01,172.01,4594
2024-04-29 05:15:00,172.05,172.29,172.0,172.01,12060
2024-04-29 05:20:00,172.03,172.06,172.0,172.02,1355
2024-04-29 05:25:00,172.1,172.1,172.05,172.05,1802
2024-04-29 05:30:00,172.13,172.19,172.0,172.0,1550
2024-04-29 05:35:00,172.05,172.15,172.05,172.05,1864
2024-04-29 05:40:00,172.14,172.23,172.14,172.2,3059
2024-04-29 05:45:00,172.2,172.25,172.11,172.25,2134
2024-04-29 05:50:00,172.2,172.3,172.2,172.3,5015
2024-04-29 05:55:00,172.14,172.32,172.14,172.2,5893
2024-04-29 06:00:00,172.2,172.32,172.18,172.29,3495
2024-04-29 06:05:00,172.26,172.35,172.25,172.25,6446
2024-04-29 06:10:00,172.27,172.35,172.27,172.35,1572
2024-04-29 06:15:00,172.35,172.49,172.35,172.38,3851
2024-04-29 06:20:00,172.41,172.52,172.4,172.52,12511
2024-04-29 06:25:00,172.55,172.7,172.55,172.59,9116
2024-04-29 06:30:00,172.69,172.73,172.6,172.6,3383
2024-04-29 06:35:00,172.57,172.74,172.57,172.74,1162
2024-04-29 06:40:00,172.7,173.0,172.7,172.94,8723
2024-04-29 06:45:00,172.9,172.93,172.67,172.71,6960
2024-04-29 06:50:00,172.75,172.96,172.75,172.82,6991
2024-04-29 06:55:00,172.8,172.83,172.7,172.7,5148
2024-04-29 07:00:00,172.7,172.82,172.16,172.48,43710
2024-04-29 07:05:00,172.5,172.61,172.35,172.61,8239
2024-04-29 07:10:00,172.52,172.6,172.5,172.6,12350
2024-04-29 07:15:00,172.6,172.8,172.51,172.65,8118
2024-04-29 07:20:00,172.69,172.9,172.69,172.9,7391
2024-04-29 07:25:00,172.9,173.25,172.88,173.15,20030
2024-04-29 07:30:00,173.15,173.25,173.1,173.12,10819
2024-04-29 07:35:00,173.1,173.1,173.01,173.09,5587
2024-04-29 07:40:00,173.09,173.33,173.05,173.3,17629
2024-04-29 07:45:00,173.35,173.54,173.349,173.45,10696
2024-04-29 07:50:00,173.45,173.45,173.35,173.4,2065
2024-04-29 07:55:00,173.45,173.68,173.45,173.65,37968
2024-04-29 08:00:00,173.65,173.7,170.25,170.35,162777
2024-04-29 08:05:00,170.64,173.68,170.25,173.68,17174
2024-04-29 08:10:00,173.65,173.75,173.55,173.55,25380
2024-04-29 08:15:00,173.6,173.66,173.5068,173.6072,13084
2024-04-29 08:20:00,173.607,173.7486,173.6007,173.65,18333
2024-04-29 08:25:00,173.66,173.744,173.6,173.66,16341
2024-04-29 08:30:00,173.67,173.68,173.52,173.55,20143
2024-04-29 08:35:00,173.5213,173.5784,173.5,173.55,14099
2024-04-29 08:40:00,173.55,173.69,173.55,173.6553,14246
2024-04-29 08:45:00,173.65,173.69,173.6,173.6498,11016
2024-04-29 08:50:00,173.61,173.67,173.55,173.64,13767
2024-04-29 08:55:00,173.64,173.64,173.4082,173.47,28572
2024-04-29 09:00:00,173.55,173.75,173.5,173.68,29772
2024-04-29 09:05:00,173.68,173.77,173.68,173.71,36663
2024-04-29 09:10:00,173.72,173.77,173.65,173.77,51129
2024-04-29 09:15:00,173.77,173.78,173.6502,173.6719,13670
2024-04-29 09:20:00,173.68,173.7,173.2164,173.35,22588
2024-04-29 09:25:00,173.38,173.55,172.79,173.43,82140
2024-04-29 09:30:00,173.37,174.65,173.13,174.59,3728425
2024-04-29 09:35:00,174.61,175.45,174.45,175.3,2667792
2024-04-29 09:40:00,175.31,175.81,175.05,175.5325,1842571
2024-04-29 09:45:00,175.54,176.03,175.4799,175.81,1846702
2024-04-29 09:50:00,175.8131,175.84,175.3,175.48,1267194
2024-04-29 09:55:00,175.47,175.75,175.15,175.19,1064237
2024-04-29 10:00:00,175.2,175.7221,175.18,175.64,897592
2024-04-29 10:05:00,175.63,175.83,175.58,175.78,674466
2024-04-29 10:10:00,175.79,175.99,175.27,175.275,1107610
2024-04-29 10:15:00,175.28,175.41,174.82,174.915,931085
2024-04-29 10:20:00,174.915,175.06,174.62,174.695,661789
2024-04-29 10:25:00,174.695,174.8,174.515,174.76,543608
2024-04-29 10:30:00,174.75,175.05,174.61,174.955,454164
2024-04-29 10:35:00,174.95,174.96,174.51,174.516,525053
2024-04-29 10:40:00,174.5171,174.81,174.38,174.6917,659707
2024-04-29 10:45:00,174.7,174.8789,174.64,174.7881,457518
2024-04-29 10:50:00,174.7889,174.97,174.7,174.96,452340
2024-04-29 10:55:00,174.965,175.07,174.8,174.8625,482578
